Month,Year,Location,Latitude,Longitude,State,MinTemp,MaxTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm
8,2014,Wagga Wagga,-35.1082,147.3598,NSW,1.5,15.7,0.32,27.1,74.8,48,1027.9,1025.1,7.9,15
9,2014,Wagga Wagga,-35.1082,147.3598,NSW,4.6,19.4,1.23,36.1,68.5,41,1021.2,1017.8,12.1,18.7
10,2014,Wagga Wagga,-35.1082,147.3598,NSW,8,26.1,0.66,42.8,58.4,26.4,1018.3,1015.2,15.7,24.8
11,2014,Wagga Wagga,-35.1082,147.3598,NSW,12.1,29.6,1.52,42.5,47.6,21.7,1015.5,1012.8,19.8,27.9
12,2014,Wagga Wagga,-35.1082,147.3598,NSW,15.3,31,0.9,48.2,52.1,26.7,1010.9,1008,22.1,28.8
1,2015,Wagga Wagga,-35.1082,147.3598,NSW,17.1,30.7,3.02,45.5,57.9,34.6,1011.4,1008.4,22.1,29.2
2,2015,Wagga Wagga,-35.1082,147.3598,NSW,18.2,32.5,0.49,45.3,57.6,30,1016.8,1013.9,22.4,30.8
3,2015,Wagga Wagga,-35.1082,147.3598,NSW,12.3,28.2,0.06,40.4,53.3,24.6,1015.9,1013.5,17.6,26.7
4,2015,Wagga Wagga,-35.1082,147.3598,NSW,10.6,22,1.93,33.2,68.4,45.5,1019.9,1017.1,15.2,21.1
5,2015,Wagga Wagga,-35.1082,147.3598,NSW,5.7,17.4,0.82,34.1,78.8,51.4,1023.4,1020.7,10.4,16.5
6,2015,Wagga Wagga,-35.1082,147.3598,NSW,2.7,14,3.33,25,86.3,60.7,1027,1024.7,6.6,13.3
7,2015,Wagga Wagga,-35.1082,147.3598,NSW,2.9,12.4,2.23,29.7,85.5,61.8,1023.8,1021.5,6.2,11.5
8,2015,Wagga Wagga,-35.1082,147.3598,NSW,4.4,13.5,2.88,30.1,85.2,66.5,1021.4,1019.4,8,12.4
9,2015,Wagga Wagga,-35.1082,147.3598,NSW,4.2,18.3,0.69,30.9,72.6,48.5,1023.6,1020.9,11.2,17.5
10,2015,Wagga Wagga,-35.1082,147.3598,NSW,11.5,27.1,0.55,38,59.8,36.2,1023.4,1020.6,18,25.8
11,2015,Wagga Wagga,-35.1082,147.3598,NSW,13,27.5,4.05,42.2,57.6,35,1014.7,1011.7,19.5,26.1
12,2015,Wagga Wagga,-35.1082,147.3598,NSW,15.5,31.1,1.21,42.7,43.7,22.8,1016.3,1013.2,22.3,29.5
1,2016,Wagga Wagga,-35.1082,147.3598,NSW,17.8,31.5,1.78,45.2,53.8,32.8,1013.5,1010.9,23,29.4
2,2016,Wagga Wagga,-35.1082,147.3598,NSW,16.6,32.6,0.56,37.6,52.1,24,1014,1011.5,22.5,30.9
3,2016,Wagga Wagga,-35.1082,147.3598,NSW,16.4,30.6,1.08,37.4,59.8,27.2,1017.6,1015,20.5,29.1
4,2016,Wagga Wagga,-35.1082,147.3598,NSW,10.6,26.2,0.36,32.4,57.2,30.5,1022.9,1019.5,17.5,25
5,2016,Wagga Wagga,-35.1082,147.3598,NSW,7.8,17.6,3.81,34.9,83.8,56,1018.3,1016.1,11.4,16.6
6,2016,Wagga Wagga,-35.1082,147.3598,NSW,6.6,13.7,2.92,35.3,86.6,70.1,1019,1016.8,9.2,12.7
7,2016,Wagga Wagga,-35.1082,147.3598,NSW,5.6,13.4,2.99,33,89.2,70.2,1020.8,1018.8,8.6,12.5
8,2016,Wagga Wagga,-35.1082,147.3598,NSW,4.1,15,1.9,27.8,82.1,57.4,1022.7,1020.3,8.4,14.2
9,2016,Wagga Wagga,-35.1082,147.3598,NSW,7.4,16.3,5.7,37.1,84,63.5,1015.6,1013.4,11.2,15.3
10,2016,Wagga Wagga,-35.1082,147.3598,NSW,7.2,19.6,2.13,41.1,73,47.5,1016.5,1014.2,12,18.4
11,2016,Wagga Wagga,-35.1082,147.3598,NSW,9.6,25.9,1.04,41.5,59.1,27.8,1014,1011.7,16.7,24.7
12,2016,Wagga Wagga,-35.1082,147.3598,NSW,15.2,31.4,0.6,45.6,47.7,23.5,1013.4,1010.8,22.6,29.8
1,2017,Wagga Wagga,-35.1082,147.3598,NSW,18.2,35.8,1.22,43.2,47.6,22.6,1013,1010,25.1,33.9
2,2017,Wagga Wagga,-35.1082,147.3598,NSW,15.1,32.5,0.91,44.4,54.2,24.1,1016.2,1013.5,21.2,30.8
3,2017,Wagga Wagga,-35.1082,147.3598,NSW,15.9,29.8,1.48,42.9,60.9,36.2,1016.2,1013.6,20.4,28.1
4,2017,Wagga Wagga,-35.1082,147.3598,NSW,9.5,23.3,1.14,36,65.8,40.1,1022,1019.2,15.5,21.8
5,2017,Wagga Wagga,-35.1082,147.3598,NSW,4.5,18.3,0.81,27.6,77.8,45.8,1024.5,1021.9,10.1,17.4
6,2017,Wagga Wagga,-35.1082,147.3598,NSW,0.4,15.5,0.11,20.8,86.3,50.9,1029.1,1026.4,5.4,14.7
1,2009,Walpole,-34.9759,116.7332,WA,14.7,24.6,0.21,36.5,74.4,63.2,1015.4,1013.9,19.1,22.6
2,2009,Walpole,-34.9759,116.7332,WA,14.9,24.9,0.97,43,70.3,56.7,1014.8,1013.3,18.5,23
3,2009,Walpole,-34.9759,116.7332,WA,13.3,23.3,1.03,40,76.8,59,1017.8,1016.5,16.6,21.3
4,2009,Walpole,-34.9759,116.7332,WA,12.8,21.7,0.31,34.2,76.8,63.7,1021.7,1019.6,16.5,19.8
5,2009,Walpole,-34.9759,116.7332,WA,10.6,20.6,3.37,33.5,77.7,55.7,1021,1018.9,14,19.1
6,2009,Walpole,-34.9759,116.7332,WA,9.6,15.9,8.89,46.3,86.6,72.8,1013.2,1011.7,11.9,14.5
7,2009,Walpole,-34.9759,116.7332,WA,8.9,15.8,6.36,42.2,82.1,69.6,1018,1016.7,11.3,14.2
8,2009,Walpole,-34.9759,116.7332,WA,8.9,15.9,5.46,47.3,84.4,71.8,1014.1,1012.7,11.9,14.4
9,2009,Walpole,-34.9759,116.7332,WA,7.5,15.7,4.36,47.5,72.8,66.7,1016.7,1014.9,11.7,13.4
10,2009,Walpole,-34.9759,116.7332,WA,10.8,18.6,1.29,37.9,76.1,73.1,1020.6,1019.2,15.1,16.6
11,2009,Walpole,-34.9759,116.7332,WA,12.1,21.1,2.09,41.3,73.2,70.3,1016.1,1014.7,17.1,19
12,2009,Walpole,-34.9759,116.7332,WA,12.4,22.4,0.13,37.2,64.5,62.3,1018.3,1017,18.8,20.2
1,2010,Walpole,-34.9759,116.7332,WA,14,24.5,0.48,40.3,65.1,60,1015.9,1014.7,19.8,21.9
2,2010,Walpole,-34.9759,116.7332,WA,15.8,25.8,0.18,36.7,72.2,60.7,1016.7,1014.7,20.6,23.8
3,2010,Walpole,-34.9759,116.7332,WA,15.2,24.9,0.71,38.1,72,59.5,1019.7,1017.8,19.6,23
4,2010,Walpole,-34.9759,116.7332,WA,12.1,21.4,0.93,34,83,65.4,1016.4,1014.4,16.1,20
5,2010,Walpole,-34.9759,116.7332,WA,10.8,18.7,2.8,34.7,81.3,67.5,1017.9,1016,13.9,17.2
6,2010,Walpole,-34.9759,116.7332,WA,9.6,16.5,3.78,33.4,88.8,72.4,1026.3,1024.6,11.9,15.2
7,2010,Walpole,-34.9759,116.7332,WA,8.4,16,5.33,39.5,81.4,70.9,1020.2,1018.5,11.2,14.4
8,2010,Walpole,-34.9759,116.7332,WA,8.3,16.3,2.68,36.8,80.9,68.2,1020.7,1018.7,11.6,14.9
9,2010,Walpole,-34.9759,116.7332,WA,8.8,17.8,2.15,39.1,74.4,64.5,1024.2,1022,13.4,16.3
10,2010,Walpole,-34.9759,116.7332,WA,9.4,19.5,1.58,38.5,66.1,62.8,1020.1,1018.5,15.7,17.3
11,2010,Walpole,-34.9759,116.7332,WA,12.6,23.2,1.25,39.1,66.2,65.6,1017.6,1016,18.7,20.1
12,2010,Walpole,-34.9759,116.7332,WA,14.2,21.7,1.59,38.8,70.8,66.4,1013.9,1012.5,17.8,19.7
1,2011,Walpole,-34.9759,116.7332,WA,15,25.1,3.47,40.9,67.9,63.4,1011.7,1010.1,20.3,22.3
2,2011,Walpole,-34.9759,116.7332,WA,16.7,24.9,1.59,41.9,74.3,66.9,1015.8,1013.5,20.2,23.3
3,2011,Walpole,-34.9759,116.7332,WA,15,25.4,0.31,37.6,69.5,60.5,1017.5,1015.5,20.1,23.3
5,2011,Walpole,-34.9759,116.7332,WA,11.4,19.9,2.49,31.5,79.9,65.7,1021.4,1018.8,14.9,18.5
6,2011,Walpole,-34.9759,116.7332,WA,10.8,17.5,5.07,46.3,81.1,69.6,1018.8,1017.1,13.2,16.1
7,2011,Walpole,-34.9759,116.7332,WA,8.6,15.9,6.84,35.5,85.9,72.9,1020.9,1019,11.3,14.5
8,2011,Walpole,-34.9759,116.7332,WA,10.1,18,4.22,44.8,81,68.7,1017.6,1015.8,13,16.2
9,2011,Walpole,-34.9759,116.7332,WA,9.4,17.4,3.91,47,77.4,65.1,1019.4,1017.8,13.2,15.8
10,2011,Walpole,-34.9759,116.7332,WA,11,19.1,4.32,38.8,78.1,71.6,1017.5,1015.8,15.1,17.5
11,2011,Walpole,-34.9759,116.7332,WA,12.3,21.8,1.74,43.6,68,63.4,1015.1,1013.4,17.9,19.5
12,2011,Walpole,-34.9759,116.7332,WA,14,23.7,1.85,40.8,69.2,67.1,1014.3,1012.5,19.9,21.5
1,2012,Walpole,-34.9759,116.7332,WA,16,27.3,0.14,40.3,63.4,56.6,1014.3,1012.4,22,24.9
2,2012,Walpole,-34.9759,116.7332,WA,15.2,24.9,0.59,40.3,67.7,61.8,1015.6,1014.1,20.2,22.7
3,2012,Walpole,-34.9759,116.7332,WA,14.4,25.5,0.14,41,64.4,53.4,1017.1,1014.6,19.7,23.3
4,2012,Walpole,-34.9759,116.7332,WA,13.3,22.1,2.62,38.7,75.5,62.3,1017.9,1016.4,17.1,20.3
5,2012,Walpole,-34.9759,116.7332,WA,11.1,19.6,4.12,36.2,81,68,1021.6,1019.7,14.2,18
6,2012,Walpole,-34.9759,116.7332,WA,10.2,16.8,9.11,44.8,83.1,70.5,1017.8,1015.9,12.4,15.3
7,2012,Walpole,-34.9759,116.7332,WA,8.5,16.7,3.39,35.7,83.4,67.5,1023.3,1021.2,11.3,15.5
10,2012,Walpole,-34.9759,116.7332,WA,10.6,20.4,2.3,39.5,67.7,68,1018.3,1016.9,16.6,17.7
11,2012,Walpole,-34.9759,116.7332,WA,11.3,20.6,2.95,39.6,71.6,68.7,1013.5,1012.2,17.1,18.5
1,2013,Walpole,-34.9759,116.7332,WA,15.2,25.9,0.63,41.2,63.5,57.4,1014.9,1013.7,21.4,23.4
3,2013,Walpole,-34.9759,116.7332,WA,14.6,22.3,1.49,35.3,78.1,69.7,1017.2,1015.6,18.2,20.2
4,2013,Walpole,-34.9759,116.7332,WA,14.4,22.5,1.63,31.7,88.2,72.2,1017.8,1015.8,17.4,20.9
5,2013,Walpole,-34.9759,116.7332,WA,13.6,20,10.8,44.9,84.6,79.6,1010.2,1008,16.4,18.2
6,2013,Walpole,-34.9759,116.7332,WA,9.8,17.5,3.83,38.7,83.2,68.8,1019.7,1017.7,12.2,16.2
7,2013,Walpole,-34.9759,116.7332,WA,9.1,16,5.03,43.3,82.4,71.2,1019.2,1017.2,11.7,14.6
8,2013,Walpole,-34.9759,116.7332,WA,10.6,16.8,8.31,47.6,87,75.2,1015.1,1013.6,13.2,15.4
9,2013,Walpole,-34.9759,116.7332,WA,10.2,17.4,8.74,54.7,81.3,72.8,1010.9,1009.9,13.8,15.4
10,2013,Walpole,-34.9759,116.7332,WA,10.7,19.2,1.9,45.2,75.6,67.8,1018.3,1016.8,15.4,17.3
11,2013,Walpole,-34.9759,116.7332,WA,12.4,22.2,1.94,43.5,69.1,64.2,1015.4,1013.9,18,19.8
12,2013,Walpole,-34.9759,116.7332,WA,12.8,22.8,0.77,38.7,68.5,62.5,1016.1,1014.8,18.9,20.2
1,2014,Walpole,-34.9759,116.7332,WA,14.6,25.7,0.43,40.6,63.1,58,1015,1013.5,20.9,23.1
2,2014,Walpole,-34.9759,116.7332,WA,14.9,24.8,0.56,40.8,64.4,57.7,1017.7,1015.8,19.8,22.6
3,2014,Walpole,-34.9759,116.7332,WA,14.8,23.9,0.83,37.2,75.1,61.6,1019.2,1017.5,18.9,21.7
4,2014,Walpole,-34.9759,116.7332,WA,13.1,22.4,1.62,33.7,79,62.4,1017.9,1016.2,16.9,20.3
5,2014,Walpole,-34.9759,116.7332,WA,12.5,18.7,4.17,42.5,89.4,72.4,1015.4,1013.9,14.8,17.2
6,2014,Walpole,-34.9759,116.7332,WA,10.7,17.2,3.77,41.4,79.2,70.4,1021.2,1019.9,13.3,15.7
7,2014,Walpole,-34.9759,116.7332,WA,9.9,16.1,6.45,49.7,84.5,71,1016.7,1015.7,12.1,14.7
8,2014,Walpole,-34.9759,116.7332,WA,9.9,18.2,3.05,39.9,80.7,64.1,1022.3,1020.4,13.1,16.9
9,2014,Walpole,-34.9759,116.7332,WA,10.1,18.8,4.32,43.8,78,69,1016.1,1014.4,14.5,16.7
10,2014,Walpole,-34.9759,116.7332,WA,11.3,20,2.64,39.7,75.4,67.5,1017.9,1016,15.8,18.2
11,2014,Walpole,-34.9759,116.7332,WA,11.4,20.9,1.83,40.6,69.6,66.3,1016.3,1014.8,17.1,18.5
12,2014,Walpole,-34.9759,116.7332,WA,12.3,21.7,0.79,38,65.9,63.3,1017.1,1016,18.1,19.4
1,2015,Walpole,-34.9759,116.7332,WA,15,25.6,0.2,40,61.5,57.1,1015.2,1013.8,21.2,23.3
2,2015,Walpole,-34.9759,116.7332,WA,15.9,26.3,0.45,38.1,67.2,59,1016.6,1014.8,20.9,23.7
3,2015,Walpole,-34.9759,116.7332,WA,14,23.5,1.41,36.7,76,62.1,1019.2,1017.5,18.7,21.5
4,2015,Walpole,-34.9759,116.7332,WA,12.9,21,3.6,35,80.1,64.8,1021.9,1020,16.5,19.6
5,2015,Walpole,-34.9759,116.7332,WA,10.2,17.8,3.42,34.1,82.8,69.4,1023.3,1021.7,13.3,16.2
6,2015,Walpole,-34.9759,116.7332,WA,10.8,17.9,4.42,38.5,83.7,68.7,1021.1,1019.4,13.2,16.6
7,2015,Walpole,-34.9759,116.7332,WA,9.2,16,5.03,37.4,85.5,73.6,1023.1,1021.3,11.6,14.5
8,2015,Walpole,-34.9759,116.7332,WA,9.1,16.9,4.81,38.2,86.2,71.4,1021.1,1019.3,12.3,15.2
9,2015,Walpole,-34.9759,116.7332,WA,9.8,18.1,2.68,39.1,71.4,63,1022.5,1021,14,16.6
10,2015,Walpole,-34.9759,116.7332,WA,12.1,21,2.62,41.1,77.3,69.3,1019.2,1017.2,16.8,19
11,2015,Walpole,-34.9759,116.7332,WA,12.5,21.9,0.99,39.5,71.8,67,1017.2,1015.8,18,19.3
12,2015,Walpole,-34.9759,116.7332,WA,12.6,22.9,1.74,38,64.3,61.1,1016,1014.8,18.9,20.4
1,2016,Walpole,-34.9759,116.7332,WA,16.1,24.2,3.58,40,76.8,68.6,1015.3,1013.8,19.8,22
2,2016,Walpole,-34.9759,116.7332,WA,14.9,24.5,1.43,37.4,69.1,64.9,1018.1,1016.8,19.9,22
3,2016,Walpole,-34.9759,116.7332,WA,15.1,23.1,1.15,35.4,79.1,72,1019.4,1017.6,19.1,21.1
4,2016,Walpole,-34.9759,116.7332,WA,13.2,20.5,4.22,37,84.2,72,1020,1018.5,16.2,18.7
5,2016,Walpole,-34.9759,116.7332,WA,10.8,18.1,4.52,43.2,84.7,66,1015.5,1014.4,13.8,16.7
6,2016,Walpole,-34.9759,116.7332,WA,9.3,15.8,5.41,40.6,85,76.7,1018,1016.3,11.6,14.3
7,2016,Walpole,-34.9759,116.7332,WA,8.7,15.4,6.61,46.8,83.8,74.6,1017.9,1016,11,13.9
8,2016,Walpole,-34.9759,116.7332,WA,7.9,15.2,6.24,46,81.3,71,1015.7,1014.1,10.9,13.5
9,2016,Walpole,-34.9759,116.7332,WA,8.2,15.4,5.09,45.2,80,72.9,1018.2,1016.5,11.4,13.2
10,2016,Walpole,-34.9759,116.7332,WA,9.5,18,3.17,47.9,71.2,65.7,1016.9,1015.7,14.4,16.3
11,2016,Walpole,-34.9759,116.7332,WA,10.2,20.8,0.97,34.2,66.7,66.6,1017.9,1016.4,17.2,18.4
12,2016,Walpole,-34.9759,116.7332,WA,12,22.4,1.7,39.1,65.5,64.2,1014.1,1012.8,17.8,19.8
1,2017,Walpole,-34.9759,116.7332,WA,12.9,23.9,0.43,37.6,66.5,60.7,1013.6,1012,19.2,21.8
2,2017,Walpole,-34.9759,116.7332,WA,14.2,23.6,1.66,38.4,73,64.4,1016.7,1015,18.7,21.2
3,2017,Walpole,-34.9759,116.7332,WA,13.4,21.9,3.09,41.3,78.8,71.6,1016.1,1014.6,17.5,19.7
4,2017,Walpole,-34.9759,116.7332,WA,12,20.8,0.93,30,89.9,68.5,1022.7,1020.9,15.8,19.2
5,2017,Walpole,-34.9759,116.7332,WA,11,19.3,3.74,35.9,86.5,67.5,1019.3,1017.5,13.9,17.8
6,2017,Walpole,-34.9759,116.7332,WA,10.9,18.4,3.64,33.6,81.6,66.6,1024.4,1022.5,13.5,17.3
1,2009,Watsonia,-37.708,145.083,VIC,13.4,29.6,0.03,44.2,57.8,32.6,1013.6,1011.8,19.3,27.5
2,2009,Watsonia,-37.708,145.083,VIC,14.6,28.4,0.13,42.2,69.5,36.8,1015.1,1013,18,26.7
3,2009,Watsonia,-37.708,145.083,VIC,12.4,24.5,2.2,36,76.9,48,1017.2,1015.3,15.3,22.7
4,2009,Watsonia,-37.708,145.083,VIC,9.4,20.5,2.12,36.9,78.7,52.8,1019.1,1016.8,12.9,19
5,2009,Watsonia,-37.708,145.083,VIC,7.2,17.2,0.48,28.7,88.2,59.7,1024.4,1022.2,10.1,16.3
6,2009,Watsonia,-37.708,145.083,VIC,5.6,14.7,2.07,31.9,91.2,68.3,1017,1014.4,8.2,13.7
7,2009,Watsonia,-37.708,145.083,VIC,6.3,14.4,1.63,41.4,81.9,60.5,1016.7,1014.9,8.7,13.3
8,2009,Watsonia,-37.708,145.083,VIC,8,16.1,1.47,50.1,74.9,56,1013.8,1011.8,10.9,14.8
9,2009,Watsonia,-37.708,145.083,VIC,8.3,17.7,3.72,46.1,67.8,53,1013,1010.6,12.5,16.4
10,2009,Watsonia,-37.708,145.083,VIC,8.3,19.6,0.88,40.9,74.6,52.1,1019.7,1018,12.8,18.1
11,2009,Watsonia,-37.708,145.083,VIC,13.8,27.8,3.91,39.3,66.2,45.2,1015.6,1014.1,19.2,25.5
12,2009,Watsonia,-37.708,145.083,VIC,12.9,25.9,1.49,39.3,64,44.4,1016.1,1014.2,18.1,24.1
1,2010,Watsonia,-37.708,145.083,VIC,13.9,27.6,2.32,44,68.4,43.2,1013.6,1012,18.3,25.6
2,2010,Watsonia,-37.708,145.083,VIC,16.1,28.7,1.2,40,72.5,47.5,1017.4,1015.5,19.8,26.7
3,2010,Watsonia,-37.708,145.083,VIC,14.2,26,2.26,37.9,74.9,46.3,1020.8,1019,17.1,24.4
4,2010,Watsonia,-37.708,145.083,VIC,12.6,22.3,1.27,34.5,78.4,55.5,1019.6,1017.5,15.8,20.9
5,2010,Watsonia,-37.708,145.083,VIC,7.5,17.4,1.45,31.1,89.8,63.2,1019.2,1017,10.6,16.4
6,2010,Watsonia,-37.708,145.083,VIC,5.9,13.6,2.65,34.2,92.2,69.1,1023.4,1021.6,8.2,12.7
7,2010,Watsonia,-37.708,145.083,VIC,5.1,13.6,1.18,29.7,90.9,70.2,1024.6,1022.3,7.7,12.6
8,2010,Watsonia,-37.708,145.083,VIC,6.1,13.6,2.71,43.9,83,62.5,1015.6,1013.2,8.8,12.6
9,2010,Watsonia,-37.708,145.083,VIC,7.6,15.5,1.75,40.2,77.7,64.8,1019,1017.2,10.9,13.7
10,2010,Watsonia,-37.708,145.083,VIC,8.8,20.2,4.79,40.4,78.3,56,1019.8,1017.8,13,18.8
11,2010,Watsonia,-37.708,145.083,VIC,11.6,23,3.69,38.6,75.1,56.7,1018,1016,16.4,21.3
12,2010,Watsonia,-37.708,145.083,VIC,12.3,24.2,2.71,40.2,67.4,54,1010.9,1009.2,17.1,21.7
1,2011,Watsonia,-37.708,145.083,VIC,15.6,26.5,3.51,36.1,75.7,55.3,1012,1010.6,19.2,24.9
2,2011,Watsonia,-37.708,145.083,VIC,14.5,24.9,4.93,36.4,82,60.2,1016,1014.7,17.7,23.5
3,2011,Watsonia,-37.708,145.083,VIC,13.1,22.9,2.2,33.4,82,57.4,1017.3,1015.8,15.5,21.4
5,2011,Watsonia,-37.708,145.083,VIC,7.4,15.4,2.35,32.7,90.4,70.7,1021.3,1019.5,9.8,14.1
6,2011,Watsonia,-37.708,145.083,VIC,5.7,14.8,1.54,36.7,88.9,66.8,1022,1020.2,8.4,13.7
7,2011,Watsonia,-37.708,145.083,VIC,6.3,13.8,1.81,36.5,84.1,67.3,1021.1,1019.2,8.7,12.8
8,2011,Watsonia,-37.708,145.083,VIC,6.4,16.4,0.91,31.4,85.6,63.4,1020.8,1018.7,10.2,15
9,2011,Watsonia,-37.708,145.083,VIC,7.9,18.5,2.75,45.1,71.2,53.4,1017.4,1015,12.8,16.6
10,2011,Watsonia,-37.708,145.083,VIC,9.4,20.3,2.65,36.3,82.1,57.1,1018.4,1016.9,13.2,18.6
11,2011,Watsonia,-37.708,145.083,VIC,12.3,23.9,4.32,40.4,75.2,53.6,1014.8,1013,17,22.4
12,2011,Watsonia,-37.708,145.083,VIC,12.5,24.9,3.51,37.4,70.6,48.5,1015.5,1013.5,17.7,23.6
1,2012,Watsonia,-37.708,145.083,VIC,15,27.7,1.42,41.8,68.2,43.7,1014.5,1012.7,19.7,26.3
2,2012,Watsonia,-37.708,145.083,VIC,14.4,27.8,2.16,38.6,76.3,47.4,1014.1,1012,18.6,25.9
3,2012,Watsonia,-37.708,145.083,VIC,12.6,23.3,2.17,39.6,82.5,51.9,1016.7,1015.3,15.3,21.8
4,2012,Watsonia,-37.708,145.083,VIC,9.8,21.7,1.98,34.8,84.6,53.8,1021.1,1018.6,13.8,20.4
5,2012,Watsonia,-37.708,145.083,VIC,8.2,16.1,2.4,35.9,84.6,64.6,1022.3,1020.3,10.8,15.1
6,2012,Watsonia,-37.708,145.083,VIC,6.1,13.8,1.91,33.6,88.1,73.8,1020.6,1018.7,8.7,12.5
7,2012,Watsonia,-37.708,145.083,VIC,6,14.1,2.23,33.5,92.2,68.1,1023.1,1021.1,8.1,12.8
8,2012,Watsonia,-37.708,145.083,VIC,6.7,14.4,1.96,45.9,77,60.9,1017,1015,9.5,13.2
9,2012,Watsonia,-37.708,145.083,VIC,7.6,17.8,1.23,40.3,74.6,55.3,1016.3,1014.1,12.2,16.3
10,2012,Watsonia,-37.708,145.083,VIC,8.7,20.5,1.05,39.5,72.6,48,1018.7,1016.7,13.5,19.1
11,2012,Watsonia,-37.708,145.083,VIC,11.8,23.7,1.28,38.6,71,48.5,1016.2,1014.9,16.4,21.9
1,2013,Watsonia,-37.708,145.083,VIC,14.1,28.6,0.14,43.1,60.8,37.4,1012.7,1010.8,19.1,26.5
3,2013,Watsonia,-37.708,145.083,VIC,14.2,27.4,1.57,38.8,71.5,41.4,1017.4,1015.2,17.8,25.8
4,2013,Watsonia,-37.708,145.083,VIC,9.9,20.8,0.71,33.9,84.2,53.5,1020.8,1018.5,13.2,19.5
5,2013,Watsonia,-37.708,145.083,VIC,7.5,17.6,1.25,33.4,83.3,58.4,1022.1,1019.9,10.9,16.3
6,2013,Watsonia,-37.708,145.083,VIC,5.2,14.3,1.59,28.5,95.3,66.9,1022,1020.3,7.2,13.6
7,2013,Watsonia,-37.708,145.083,VIC,6.6,15.1,1.61,38,86.7,61.3,1021.9,1019.6,8.9,14.3
8,2013,Watsonia,-37.708,145.083,VIC,8.1,15.6,1.58,49.1,75,58.3,1014.2,1011.9,11,14.6
9,2013,Watsonia,-37.708,145.083,VIC,9.3,19.5,1.78,43.7,71,53.4,1014.9,1012.9,13.9,18
10,2013,Watsonia,-37.708,145.083,VIC,9.3,19,2.14,49,70.8,57.2,1015.2,1014.1,13.2,17.2
11,2013,Watsonia,-37.708,145.083,VIC,10.4,21.8,1.84,38.8,73.2,56.8,1015.7,1014.5,15.3,19.7
12,2013,Watsonia,-37.708,145.083,VIC,12.6,25,1.45,40.5,68.5,48,1014.1,1012.4,17.3,22.9
1,2014,Watsonia,-37.708,145.083,VIC,15.2,29.7,0.46,42.2,60.4,37.7,1015.4,1013.1,20.1,27.5
2,2014,Watsonia,-37.708,145.083,VIC,14.3,29.7,0.61,39.6,69.3,38.8,1013.7,1012,18.6,27
3,2014,Watsonia,-37.708,145.083,VIC,13.1,26.2,0.66,34.6,79.2,44.1,1019.4,1017.3,16.4,24.6
4,2014,Watsonia,-37.708,145.083,VIC,10.8,21.1,1.48,36.4,83.9,56.9,1018.9,1017.2,14.5,19.6
5,2014,Watsonia,-37.708,145.083,VIC,9.2,18.5,1.76,34.6,82.6,64.3,1019.8,1017.7,12.3,17.2
6,2014,Watsonia,-37.708,145.083,VIC,7.6,14.9,1.46,36.3,89.9,74.2,1018.8,1017.4,10,13.8
7,2014,Watsonia,-37.708,145.083,VIC,7.3,13.9,0.92,39.5,84.3,69.7,1018.7,1016.7,9.3,12.9
8,2014,Watsonia,-37.708,145.083,VIC,5.7,15.3,1.14,30.8,90.6,61,1028.2,1026.1,8.6,14.1
9,2014,Watsonia,-37.708,145.083,VIC,7.9,18.5,1.65,41.6,78.2,54.2,1020.2,1017.7,12.5,17.2
10,2014,Watsonia,-37.708,145.083,VIC,9.2,22.3,1.22,41.2,75.7,45.9,1018,1015.9,13.7,20.6
11,2014,Watsonia,-37.708,145.083,VIC,11.1,24.8,1.8,39.7,65.9,40.8,1016.9,1014.7,16.1,23.2
12,2014,Watsonia,-37.708,145.083,VIC,13.4,25.7,1.17,39.5,69.3,47.3,1011.5,1009.9,18.3,23.8
1,2015,Watsonia,-37.708,145.083,VIC,14.8,27.3,0.99,40.2,69.4,45.4,1012.7,1010.6,18.9,25.1
2,2015,Watsonia,-37.708,145.083,VIC,15.5,28.6,1.56,39.3,77.5,46.7,1018.1,1016.1,18.7,26.3
3,2015,Watsonia,-37.708,145.083,VIC,11.2,23.9,0.92,37.3,76.8,42.5,1016.9,1015,14.7,22.6
4,2015,Watsonia,-37.708,145.083,VIC,9,19.7,1.47,34.7,87.3,54.5,1021.9,1019.4,12.2,18.6
5,2015,Watsonia,-37.708,145.083,VIC,8.4,16.8,1.5,38.9,84.8,60.9,1021.5,1019.5,11.1,15.7
6,2015,Watsonia,-37.708,145.083,VIC,6.1,13.9,1.17,31.6,92.9,68.2,1026.5,1024.6,8.3,13
7,2015,Watsonia,-37.708,145.083,VIC,5.1,12.8,2.34,40.4,88,68.3,1021.9,1019.7,7.5,11.5
8,2015,Watsonia,-37.708,145.083,VIC,6.5,13.7,1.53,36.3,87.9,65.4,1021.1,1019.5,9.1,12.6
9,2015,Watsonia,-37.708,145.083,VIC,7.3,17.4,0.73,36.3,80.5,55,1023.8,1021.6,11.7,15.9
10,2015,Watsonia,-37.708,145.083,VIC,10.4,25.2,0.61,38.6,72.4,41.7,1022.8,1020.4,15.6,23.9
11,2015,Watsonia,-37.708,145.083,VIC,11.6,24.2,1.2,40.4,71.1,47.3,1015.3,1013.4,16.3,22.2
12,2015,Watsonia,-37.708,145.083,VIC,13.7,29.8,1.37,40.4,60.1,34.1,1016.2,1013.9,19.8,27.8
